name,sku,size,description,available,sortOrder,collections,imageUrl
"6"" Spider - Curly Sue H.B",2115034600,"6""","A classic, easy-care houseplant with arching, striped foliage and dangling plantlets on long runners. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. One of the most forgiving houseplants and a great choice for beginners. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_2357c283d57243a2b57607a2c2a5bfa1~mv2.jpg
"6"" Ivy - Danish H.B.",2115036200,"6""","A trailing vine with small, glossy, deeply lobed leaves that cascade attractively from a pot or basket. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_ed69305921224e21bdc328a4cc19e0f9~mv2.jpg
"6"" Hoya Pubicalyx H.B",2115118000,"6""","A semi-succulent flowering vine with thick, waxy leaves and clusters of star-shaped, often fragrant blooms. Provide bright, indirect light for best growth and colour. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Let it dry out between waterings and don't be tempted to repot too often; hoyas bloom best when slightly root-bound. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_2f9f839f02fa44d795efcabf3d5abfb6~mv2.jpg
"6"" Red Maranta H.B",2115155100,"6""","The classic Prayer Plant, named for the way its patterned leaves fold upward at night like praying hands. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Prefers consistently moist soil and appreciates higher humidity. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_a928cf19be544ca98478edb1f7266d87~mv2.jpg
"6"" Hypocerta - Goldfish H.B.",2115178000,"6""","A fun flowering trailing plant whose bright orange, tubular blooms resemble tiny leaping goldfish. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_68a7c4ad4a9543a4b85a68882541f96d~mv2.jpg
"6"" Lipstick - Red Leaf H.B.",2115178100,"6""","A charming trailing plant named for its tubular red or coral flowers that emerge from dark, lipstick-tube-like buds. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_10b494eacb034e878e50d3c194fbe957~mv2.jpg
"6"" Sugarvine H.B.",2115179200,"6""","A charming trailing plant with small, glossy, ivy-like leaflets and a cheerful, bushy habit. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_55670aabe2044714995427ecedb5b4c7~mv2.jpg
"6"" Hoya - Australis Grande H.B.",2115181500,"6""","A semi-succulent flowering vine with thick, waxy leaves and clusters of star-shaped, often fragrant blooms. Provide bright, indirect light for best growth and colour. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Let it dry out between waterings and don't be tempted to repot too often; hoyas bloom best when slightly root-bound. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_c3dbe8ecd25f442888e8930bd48d0dbf~mv2.jpg
"6"" Hoya Australis Grande Variegated H.B",2115181600,"6""","A semi-succulent flowering vine with thick, waxy leaves and clusters of star-shaped, often fragrant blooms. Provide bright, indirect light for best growth and colour. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Let it dry out between waterings and don't be tempted to repot too often; hoyas bloom best when slightly root-bound. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_2181c39d40514d3b9b6987a5a7f340a6~mv2.jpg
"6"" Nepenthes - Pitcher Plant",2115182000,"6""","A fascinating carnivorous pitcher plant that traps insects in its distinctive hanging pitchers. Provide bright, indirect light for best growth and colour. Keep soil consistently moist and use rainwater or distilled water when possible. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_ea6c60bf1b9043218f965732f48c8cc5~mv2.jpg
"6"" Tradescantia - Tricolour H.B.",2115193100,"6""","A colourful, fast-growing trailing plant with striped or solid purple, green, or silver foliage. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pinch back regularly to keep it full and bushy. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_40dc3520a05a4a9a8a527b455d6a4fd0~mv2.jpg
"6"" Philodendron - Cordatum H.B",2115234000,"6""","A lush, easy-care trailing or climbing vine prized for its glossy, richly coloured foliage. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_099a5efd9804451db110746f58de8368~mv2.jpg
"6"" Philodendron - Brazil H.B.",2115234100,"6""","A lush, easy-care trailing or climbing vine prized for its glossy, richly coloured foliage. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_a972775e8342442f88d333ef1be0c16b~mv2.jpg
"6"" Pilea Depressa - Kiereweed",2115241200,"6""","A charming, compact plant with round, coin-shaped or textured leaves that make a fun tabletop accent. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Rotate occasionally for even, symmetrical growth. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_9a93bbcd3ddd4d9aa256d7ccb3f55c91~mv2_d_2667_2000_s_2.jpg
"6"" Pilea - Bronze H.B",2115241400,"6""","A charming, compact plant with round, coin-shaped or textured leaves that make a fun tabletop accent. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Rotate occasionally for even, symmetrical growth. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_15f781b136d04540a349fbd2baee1cbb~mv2.jpg
"6"" Pilea Birdsnest - Crinkle H.B.",2115241500,"6""","A charming, compact plant with round, coin-shaped or textured leaves that make a fun tabletop accent. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Rotate occasionally for even, symmetrical growth. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,
"6"" Pothos - Golden H.B",2115285000,"6""","A vigorous, trailing vine with heart-shaped, glossy leaves that's nearly impossible to kill. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Great for hanging baskets, shelves, or training up a pole. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_d5d65b36158d4994b70ff829b68a1e98~mv2.jpg
"6"" Pothos - Marble Queen H.B.",2115285100,"6""","A vigorous, trailing vine with heart-shaped, glossy leaves that's nearly impossible to kill. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Great for hanging baskets, shelves, or training up a pole. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_41db1413f9df488482bf6ded877b9ee8~mv2.jpg
"6"" Pothos - Satin H.B.",2115285300,"6""","A vigorous, trailing vine with heart-shaped, glossy leaves that's nearly impossible to kill. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Great for hanging baskets, shelves, or training up a pole. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_b06ef96ddefc4ad98a631363eb1e5131~mv2.jpg
"6"" Pothos - Pearl & Jade H.B.",2115285500,"6""","A vigorous, trailing vine with heart-shaped, glossy leaves that's nearly impossible to kill. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Great for hanging baskets, shelves, or training up a pole. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_d33f6f626a044aa0a74712cff5fae4b8~mv2.jpg
"6"" Pothos - Albo Epipremnum",2115285700,"6""","A vigorous, trailing vine with heart-shaped, glossy leaves that's nearly impossible to kill. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Great for hanging baskets, shelves, or training up a pole. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,23f81e_6cb2e183b0f542ef9eb030f77119b8da~mv2.jpg
"6"" String of Dolphin",2115288000,"6""","A fun trailing succulent whose plump leaves are shaped uncannily like tiny leaping dolphins. Provide bright, indirect light for best growth and colour. Water sparingly and only once the soil is completely dry; excellent drainage is essential. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Tropical Plants;,
"6"" Tradescantia - Sweetness H.B.",2115297400,"6""","A colourful, fast-growing trailing plant with striped or solid purple, green, or silver foliage. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pinch back regularly to keep it full and bushy. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_40e417544e234a6aa116e17adda74c67~mv2.jpg
"6"" Tradescantia - Baby Bunny Belly H.B.",2115311200,"6""","A colourful, fast-growing trailing plant with striped or solid purple, green, or silver foliage. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pinch back regularly to keep it full and bushy. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_2714435edf2b4fa1b0bcebc0ce5489ae~mv2.jpg
"8"" Tropical H.B. - Assortment",2120000000,"8""","A curated mix of easy-care trailing tropical plants, grown and shaped for hanging basket display. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely.",FALSE,,Tropical Plants;,23f81e_555a7f932c67482698903923546bc229~mv2.jpg
"8"" Lipstick - Regular H.B",2120003000,"8""","A charming trailing plant named for its tubular red or coral flowers that emerge from dark, lipstick-tube-like buds. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_b447dbe7b87543d1b2bdb53c796e9f98~mv2.jpg
"8"" Lipstick - Myra H.B",2120003300,"8""","A charming trailing plant named for its tubular red or coral flowers that emerge from dark, lipstick-tube-like buds. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",FALSE,,Tropical Plants;,23f81e_44b1f659bb8f4f8abf02e37e2cccc3d4~mv2.jpg
"8"" Lipstick - Mona Lisa H.B",2120003800,"8""","A charming trailing plant named for its tubular red or coral flowers that emerge from dark, lipstick-tube-like buds. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_84378d9e5b414b6393977c4e53204786~mv2.jpg
"8"" Lipstick - Mona Lisa H.B.",2120003800,"8""","A charming trailing plant named for its tubular red or coral flowers that emerge from dark, lipstick-tube-like buds. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",FALSE,,Tropical Plants;,
"8"" Spider - Variegated H.B",2120034100,"8""","A classic, easy-care houseplant with arching, striped foliage and dangling plantlets on long runners. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. One of the most forgiving houseplants and a great choice for beginners. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_6499e0b95b6746ed8e772802fcddf23e~mv2.jpg
"8"" Croton - Mammy",2120101000,"8""","A vibrant, sun-loving foliage plant with bold, multicoloured leaves in shades of red, orange, and yellow. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Needs good light to maintain its brightest colours. Keep away from pets and children, as this plant is toxic if ingested.",FALSE,,Tropical Plants;,23f81e_0baa7f64932644c5aaa87d99a22435a9~mv2.jpg
"8"" Ivy - Algerian H.B.",2120104500,"8""","A vigorous trailing vine with large, glossy, deeply lobed leaves. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,
"8"" Ivy - Marengo H.B.",2120104700,"8""","A variegated Algerian Ivy with bold, cream-edged glossy leaves and a lush trailing habit. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,
"8"" English Ivy - Green H.B",2120105100,"8""","A classic trailing vine with lobed, evergreen leaves, equally at home in hanging baskets or climbing a trellis. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_17080611eb654f66abd3b5ba1e9ad673~mv2.jpg
"8"" English Ivy - Variegated H.B.",2120105300,"8""","A classic trailing vine with lobed, evergreen leaves, equally at home in hanging baskets or climbing a trellis. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,
"8"" Sugarvine H.B",2120179200,"8""","A charming trailing plant with small, glossy, ivy-like leaflets and a cheerful, bushy habit. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_4e9ce4f0a81d495da4695d1eb9ae5854~mv2.jpg
"8"" Peperomia - European Trailing H.B",2120194200,"8""","A compact, easy-care houseplant with thick, decorative leaves that store water like a succulent. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_d73fa468c65f4343ba7dbefd6f8e9d1a~mv2.jpg
"8"" Philodendron - Brazil H.B",2120234100,"8""","A lush, easy-care trailing or climbing vine prized for its glossy, richly coloured foliage. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_59ab346dc371438d9a6bc52d531758cf~mv2.jpg
"8"" Pilea Depressa - Kiereweed H.B",2120241200,"8""","A charming, compact plant with round, coin-shaped or textured leaves that make a fun tabletop accent. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Rotate occasionally for even, symmetrical growth. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_62600ff4dc2949ddb4d73ee14bc01f73~mv2.jpg
"8"" Pilea Birdsnest - Crinkle H.B",2120241500,"8""","A charming, compact plant with round, coin-shaped or textured leaves that make a fun tabletop accent. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Rotate occasionally for even, symmetrical growth. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_c821e817c4bf47a59c1f0f91546345d6~mv2.jpg
"8"" Pothos - Marble Queen H.B",2120285100,"8""","A vigorous, trailing vine with heart-shaped, glossy leaves that's nearly impossible to kill. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Great for hanging baskets, shelves, or training up a pole. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_85b9fc6b97aa49428afb4e8b667fd8bc~mv2.jpg
"8"" Pothos - Moonlight H.B",2120285400,"8""","A vigorous, trailing vine with heart-shaped, glossy leaves that's nearly impossible to kill. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Great for hanging baskets, shelves, or training up a pole. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",FALSE,,Tropical Plants;,23f81e_899c5ea909d74681b873009353e20d5d~mv2.jpg
"8"" Nephthytis - Butterfly H.B",2120295000,"8""","Also known as Arrowhead Plant (Syngonium), grown for its arrow-shaped leaves in a range of colourful patterns. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. Its climbing habit can be trained onto a pole or left to trail. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",FALSE,,Tropical Plants;,23f81e_27ae08b57322498399aa1d5f0d5f1f04~mv2.jpg
"8"" Inch Plant - Creme H.B",2120297100,"8""","A colourful, fast-growing trailing plant with striped or solid purple, green, or silver foliage. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_af5b87484bf94b85a7acb4bdc4eaf0c2~mv2.jpg
"8"" Tradescantia - Nanouk H.B.",2120311300,"8""","A colourful, fast-growing trailing plant with striped or solid purple, green, or silver foliage. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pinch back regularly to keep it full and bushy. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,
"10"" Spider - Reverse Stripe H.B",2125034000,"10""","A classic, easy-care houseplant with arching, striped foliage and dangling plantlets on long runners. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. One of the most forgiving houseplants and a great choice for beginners. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",FALSE,,Tropical Plants;,23f81e_b415f92e8b2949b484aec2696bb2c723~mv2.jpg
"10"" Spider - Variegated H.B",2125034100,"10""","A classic, easy-care houseplant with arching, striped foliage and dangling plantlets on long runners. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. One of the most forgiving houseplants and a great choice for beginners. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",FALSE,,Tropical Plants;,23f81e_00dea09817074ddaac73dd037051f84f~mv2.jpg
"10"" Spider - Green H.B",2125034500,"10""","A classic, easy-care houseplant with arching, striped foliage and dangling plantlets on long runners. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. One of the most forgiving houseplants and a great choice for beginners. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",FALSE,,Tropical Plants;,23f81e_c7d828f25fd54bec8b6334c5506a2767~mv2.jpg
"8"" Spider Plant - Curly Sue H.B",2125034600,"8""","A classic, easy-care houseplant with arching, striped foliage and dangling plantlets on long runners. Thrives in medium to bright indirect light; avoid harsh, direct midday sun. Water when the top inch of soil feels dry, then allow to drain freely. One of the most forgiving houseplants and a great choice for beginners. Pet friendly and non-toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_2550794df7b14b798a0bb6ea93738567~mv2.jpg
"10"" Pothos - Marble Queen H.B",2125285100,"10""","A vigorous, trailing vine with heart-shaped, glossy leaves that's nearly impossible to kill. Tolerates low to medium light, making it a forgiving choice for offices and low-light corners. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Great for hanging baskets, shelves, or training up a pole. Keep away from pets and children, as this plant is toxic if ingested. Grown and shaped for hanging basket display.",TRUE,,Tropical Plants;,23f81e_1544cb75d7354fc8b6e86c40a1d7ca36~mv2.jpg
"4"" Little Beauties",3110000000,"4""","A compact flowering plant selection bred for full, colourful blooms in a small footprint. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_ddf5312fc1e843fc888b00284770703b~mv2.jpg
"4"" Anthurium",3110080000,"4""","A striking tropical with glossy, heart-shaped foliage and long-lasting, waxy blooms in vivid red, pink, or white. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_dc681f06e3f348449fe34623b3663836~mv2.jpg;23f81e_532547d6ae0c46aea879dd8d0bd74778~mv2.jpg;23f81e_e17733c367424df89a0a7a22c4c5545e~mv2.jpg
"4"" Aster",3110110000,"4""","A cheerful, late-season perennial covered in daisy-like blooms that attract pollinators. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_49e4763471544d2fad523357ed9bb3a9~mv2.jpg
"4"" Star of Bethlehem",3110181100,"4""","A dainty bulb plant with clusters of small, star-shaped white flowers. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_6033e9d60b55477396268176d0b6832f~mv2.jpg
"4"" Celosia",3110200000,"4""","A striking, textural bloomer with vivid, flame- or brain-like flower plumes. Needs full sun (6+ hours of direct light daily) to perform its best. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_d5222dd3d3f74266b144f5bf1c623931~mv2.jpg
"4"" Pot Mum",3110240000,"4""","A reliable, long-blooming favourite covered in dense, colourful daisy-like flowers. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_de018065c31d4b199089807d88aac5b3~mv2.jpg;23f81e_6dda4ed7848144c5a9d5f5981a92d6e9~mv2.jpg;23f81e_0b3d9babd31e4672ad43d0932759ff4c~mv2.jpg;23f81e_ac86e79d45664baab395c3b0ad01f7eb~mv2.jpg
"4"" Crocus",3110280000,"4""","A petite, early-spring bulb with cup-shaped blooms in bright jewel tones. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_6c50983043cb495499bb6e09131d88c4~mv2.jpg
"4"" Cyclamen",3110300000,"4""","A cool-season flowering favourite with heart-shaped, marbled leaves and elegant, upswept blooms. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Prefers cooler indoor temperatures and dislikes hot, dry rooms. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_b7c8526542d64878aad97553593435df~mv2.jpg;23f81e_fc099c6e2f4d4d73aa5ff813ac999964~mv2.jpg;23f81e_8015c9c28dba4cb1993075970c5303c4~mv2_d_6000_4000_s_4_2.jpg;23f81e_a2cd8c2cbf3b4897b7c56fba267154f1~mv2.jpg;23f81e_1501403499b3476087506b9c7f92deb0~mv2_d_6000_4000_s_4_2.jpg
"4"" Exacum Kandy",3110409300,"4""","Also known as Persian Violet, a compact plant covered in small, fragrant purple or white star-shaped flowers. Provide bright, indirect light for best growth and colour. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",FALSE,,Indoor Flowering,23f81e_62f3b3f2089f488990c48dd300336ea4~mv2.jpg
"4"" Fuchsia - Regular",3110450000,"4""","A graceful, shade-loving bloomer with elegant, dangling, bicolour flowers, beloved by hummingbirds. Grows best in part sun to light shade. Keep soil evenly moist and never let it dry out completely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_deafbe6bc5754054a7a8b2f50bd5e197~mv2.jpg
"4"" Gaultheria - Wintergreen",3110460000,"4""","Also known as Gaultheria, a compact evergreen shrub with glossy leaves and bright red winter berries. Grows best in part sun to light shade. Keep soil evenly moist and never let it dry out completely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Christmas,23f81e_13247ecc42c344afae0bf00a111cabeb~mv2.jpg;23f81e_c6761feee4924d40af44a92d43dfb506~mv2.jpg
"4"" Gerbera",3110500000,"4""","A cheerful daisy relative with large, vividly coloured blooms held above tidy foliage. Prefers bright light with some direct sun each day. Water when the top inch of soil feels dry, then allow to drain freely. Pet friendly and non-toxic if ingested.",TRUE,,Indoor Flowering,23f81e_411ac0d01a9d46ac97f60b26ce634de1~mv2.jpg;23f81e_a2000632f4a94d2c90ab140bae6b8bd4~mv2.jpg;23f81e_fdd137ad39db42689c931859262b4554~mv2.jpg;23f81e_d95daf0b39da4f9eae93b51e76b7720a~mv2.jpg
"4"" Heliotrope",3110530000,"4""","A fragrant, old-fashioned annual with clusters of deep purple flowers and a vanilla-like scent. Needs full sun (6+ hours of direct light daily) to perform its best. Water regularly to keep the root zone consistently moist, especially during hot weather. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Outdoor Items,23f81e_8e1344081e7845938c935ace8748f5a8~mv2.jpg
"4"" Hyacinth",3110580000,"4""","A wonderfully fragrant spring bulb with dense spikes of star-shaped flowers. Provide bright, indirect light for best growth and colour. Water when the top inch of soil feels dry, then allow to drain freely. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_868b6b1a621f42b59750f7f44ebb7f86~mv2.jpg;23f81e_595663072c7740c08db8f2fa3bc673d0~mv2.jpg
"4"" Impatiens-Sunpatiens",3110605100,"4""","A prolific, shade-loving bloomer that provides nonstop colour all season long. Grows best in part sun to light shade. Keep soil evenly moist and never let it dry out completely. Pet friendly and non-toxic if ingested.",TRUE,,Outdoor Items,23f81e_7a162328332c4e84a9878e054c95fd06~mv2.jpg
"4"" Kalanchoe",3110620000,"4""","A cheerful, long-blooming succulent with clusters of small, bright flowers atop glossy, scalloped leaves. Prefers bright light with some direct sun each day. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Keep away from pets and children, as this plant is toxic if ingested.",TRUE,,Indoor Flowering,23f81e_2d96c9ecfb0044a8a327ce0f14a54da1~mv2.jpg;23f81e_3f5d40867ba34222a60f9b39902c7ace~mv2.jpg;23f81e_a062c6a590694173a739d2b296c56cec~mv2.jpg;23f81e_3ea6f14cf134462cb660821f0b1d8e7d~mv2.jpg;23f81e_dc79cc0c56034c1d9adc679661eac671~mv2.jpg
"4"" Hoya - Carnosa",3110621700,"4""","A semi-succulent flowering vine with thick, waxy leaves and clusters of star-shaped, often fragrant blooms. Provide bright, indirect light for best growth and colour. Allow the soil to dry out between waterings; overwatering is the most common cause of trouble. Let it dry out between waterings and don't be tempted to repot too often; hoyas bloom best when slightly root-bound. Pet friendly and non-toxic if ingested.",TRUE,,Tropical Plants;,23f81e_31a6b1f88321463baa585451d9ee6819~mv2.jpg
